district,week,SIGACT,SIG_1,df,idf,suicide,ied_attack,ied_clear,ied_total,district_1,district_2
Al-Shamiya,2462,2,1,0,0,0,2,0,2,Al-Shamiya,Al-Shamiya
Al-Shamiya,2463,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2464,1,1,0,0,0,1,0,1,Al-Shamiya,Al-Shamiya
Al-Shamiya,2465,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2466,1,1,0,0,0,1,0,1,Al-Shamiya,Al-Shamiya
Al-Shamiya,2467,1,1,0,0,0,0,1,1,Al-Shamiya,Al-Shamiya
Al-Shamiya,2468,1,1,1,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2469,1,0,0,0,0,1,0,1,Al-Shamiya,Al-Shamiya
Al-Shamiya,2470,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2471,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2472,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2473,2,1,1,0,0,1,0,1,Al-Shamiya,Al-Shamiya
Al-Shamiya,2474,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2475,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2476,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2477,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2478,1,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2479,2,2,0,0,0,2,0,2,Al-Shamiya,Al-Shamiya
Al-Shamiya,2480,1,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2481,1,1,1,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2482,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2483,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2484,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2485,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2486,1,1,1,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2487,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2488,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2489,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2490,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2491,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2492,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2493,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2494,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2495,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2496,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2497,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2498,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2499,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2500,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2501,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2502,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2503,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2504,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2505,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2506,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2507,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2508,1,1,1,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2509,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2510,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2511,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2512,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2513,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2514,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2515,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2516,1,1,0,0,0,1,0,1,Al-Shamiya,Al-Shamiya
Al-Shamiya,2517,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2518,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2519,2,2,1,0,0,0,1,1,Al-Shamiya,Al-Shamiya
Al-Shamiya,2520,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2521,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2522,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2523,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2524,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2525,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2526,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2527,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2528,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2529,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2530,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2531,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2532,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2533,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2534,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2535,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2536,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2537,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2538,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2539,2,1,0,0,0,1,0,1,Al-Shamiya,Al-Shamiya
Al-Shamiya,2540,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2541,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2542,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2543,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2544,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2545,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2546,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2547,1,1,0,0,0,0,1,1,Al-Shamiya,Al-Shamiya
Al-Shamiya,2548,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2549,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2550,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2551,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2552,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2553,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2554,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,2555,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shatra,2292,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2293,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2294,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2295,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2296,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2297,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2298,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2299,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2300,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2301,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2302,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2303,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2304,1,1,1,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2305,1,1,1,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2306,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2307,1,1,1,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2308,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2309,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2310,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2311,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2312,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2313,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2314,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2315,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2316,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2317,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2318,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2319,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2320,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2321,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2322,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2323,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2324,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2325,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2326,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2327,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2328,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2329,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2330,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2331,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2332,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2333,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2334,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2335,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2336,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2337,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2338,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2339,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2340,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2341,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2342,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2343,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2344,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2345,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2346,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2347,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2348,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2349,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2350,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2351,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2352,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2353,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2354,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2355,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2356,1,1,0,1,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2357,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2358,1,1,1,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2359,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2360,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2361,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2362,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2363,1,1,0,0,0,1,0,1,Al-Shatra,Al-Shatra
Al-Shatra,2364,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2365,2,2,1,0,0,1,0,1,Al-Shatra,Al-Shatra
Al-Shatra,2366,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2367,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2368,1,1,0,0,0,1,0,1,Al-Shatra,Al-Shatra
Al-Shatra,2369,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2370,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2371,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2372,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2373,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2374,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2375,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2376,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2377,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2378,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2379,1,1,0,0,0,1,0,1,Al-Shatra,Al-Shatra
Al-Shatra,2380,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2381,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2382,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2383,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2384,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2385,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2386,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2387,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2388,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2389,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2390,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2391,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2392,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2393,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2394,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2395,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2396,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2397,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2398,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2399,1,1,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2400,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2401,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2402,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2403,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2404,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2405,1,1,0,0,0,1,0,1,Al-Shatra,Al-Shatra
Al-Shatra,2406,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2407,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2408,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2409,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2410,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2411,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2412,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2413,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2414,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2415,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2416,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2417,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2418,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2419,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2420,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2421,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2422,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2423,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2424,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2425,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2426,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2427,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2428,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2429,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2430,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2431,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2432,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2433,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2434,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2435,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2436,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2437,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2438,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2439,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2440,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2441,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2442,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2443,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2444,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2445,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2446,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2447,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2448,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2449,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2450,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2451,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2452,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2453,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2454,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2455,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2456,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2457,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2458,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2459,2,1,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2460,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2461,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2462,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2463,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2464,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2465,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2466,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2467,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2468,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2469,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2470,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2471,1,1,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2472,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2473,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2474,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2475,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2476,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2477,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2478,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2479,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2480,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2481,2,2,2,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2482,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2483,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2484,1,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2485,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2486,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2487,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2488,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2489,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2490,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2491,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2492,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2493,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2494,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2495,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2496,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2497,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2498,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2499,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2500,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2501,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2502,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2503,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2504,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2505,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2506,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2507,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2508,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2509,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2510,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2511,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2512,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2513,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,2514,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
