district,week,SIGACT,SIG_1,df,idf,suicide,ied_attack,ied_clear,ied_total,district_1,district_2
Abu Al-Khaseeb,2292,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2293,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2294,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2295,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2296,2,2,0,0,0,2,0,2,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2297,2,2,0,0,0,2,0,2,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2298,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2299,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2300,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2301,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2302,1,1,0,1,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2303,2,2,1,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2304,1,1,0,1,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2305,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2306,2,2,0,1,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2307,3,3,0,0,0,3,0,3,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2308,2,2,1,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2309,4,4,1,1,0,2,0,2,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2310,2,2,2,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2311,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2312,1,1,0,1,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2313,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2314,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2315,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2316,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2317,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2318,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2319,2,2,2,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2320,4,4,4,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2321,4,4,2,1,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2322,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2323,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2324,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2325,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2326,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2327,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2328,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2329,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2330,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2331,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2332,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2333,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2334,1,1,0,1,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2335,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2336,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2337,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2338,4,4,1,1,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2339,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2340,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2341,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2342,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2343,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2344,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2345,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2346,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2347,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2348,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2349,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2350,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2351,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2352,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2353,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2354,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2355,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2356,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2357,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2358,2,2,1,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2359,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2360,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2361,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2362,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2363,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2364,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2365,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2366,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2367,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2368,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2369,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2370,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2371,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2372,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2373,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2374,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2375,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2376,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2377,2,2,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2378,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2379,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2380,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2381,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2382,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2383,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2384,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2385,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2386,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2387,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2388,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2389,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2390,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2391,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2392,1,1,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2393,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2394,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2395,2,2,1,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2396,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2397,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2398,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2399,2,2,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2400,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2401,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2402,3,3,0,0,0,2,0,2,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2403,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2404,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2405,4,4,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2406,3,2,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2407,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2408,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2409,3,2,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2410,1,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2411,2,2,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2412,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2413,2,2,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2414,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2415,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2416,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2417,2,2,2,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2418,3,3,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2419,4,4,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2420,8,8,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2421,1,1,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2422,5,5,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2423,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2424,3,3,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2425,2,2,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2426,3,2,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2427,5,3,1,0,0,2,0,2,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2428,4,4,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2429,10,10,2,0,0,1,1,2,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2430,3,3,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2431,7,7,2,0,0,0,1,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2432,8,8,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2433,3,3,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2434,14,14,2,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2435,13,13,5,0,0,2,0,2,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2436,11,11,1,1,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2437,18,18,6,1,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2438,6,6,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2439,9,7,2,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2440,6,5,3,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2441,2,1,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2442,14,14,7,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2443,12,11,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2444,12,12,3,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2445,7,7,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2446,15,15,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2447,7,6,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2448,10,10,2,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2449,7,7,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2450,6,6,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2451,3,3,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2452,13,12,3,0,0,2,0,2,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2453,4,4,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2454,19,18,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2455,8,8,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2456,8,8,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2457,12,12,2,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2458,12,12,1,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2459,16,16,2,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2460,16,16,4,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2461,22,21,1,2,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2462,9,9,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2463,16,16,3,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2464,30,29,9,2,0,2,0,2,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2465,23,23,8,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2466,29,28,5,1,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2467,20,17,6,0,0,3,0,3,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2468,30,30,14,8,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2469,16,16,9,4,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2470,33,30,14,7,0,3,0,3,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2471,33,32,14,8,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2472,38,36,6,21,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2473,30,29,11,11,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2474,31,30,10,18,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2475,29,28,6,22,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2476,14,14,3,8,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2477,6,6,0,3,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2478,4,4,2,1,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2479,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2480,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2481,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2482,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2483,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2484,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2485,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2486,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2487,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2488,1,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2489,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2490,2,2,0,0,0,1,1,2,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2491,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2492,4,2,0,0,0,0,2,2,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2493,4,2,0,0,0,0,1,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2494,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2495,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2496,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2497,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2498,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2499,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2500,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2501,1,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2502,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2503,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2504,1,1,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2505,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2506,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2507,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2508,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2509,2,2,0,0,0,1,1,2,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2510,1,1,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2511,3,3,3,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2512,1,1,0,1,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2513,1,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2514,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2515,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2516,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2517,1,1,0,0,0,0,1,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2518,1,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2519,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2520,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2521,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2522,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2523,1,1,0,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2524,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2525,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2526,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2527,1,1,1,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2528,2,2,1,0,0,1,0,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2529,2,1,0,0,0,0,1,1,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2530,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
Abu Al-Khaseeb,2531,0,0,0,0,0,0,0,0,Abu Al-Khaseeb,Abu Al-Khaseeb
