governorate,month,SIGACT,SIG_1,df,idf,suicide,ied_attack,ied_clear,ied_total,governorate_1,governorate_2
Ninewa,561,398,345,112,0,7,118,95,213,Ninewa,Ninewa
Ninewa,562,435,363,133,0,6,146,75,221,Ninewa,Ninewa
Ninewa,563,495,405,121,0,4,172,102,274,Ninewa,Ninewa
Ninewa,564,459,396,106,0,5,180,92,272,Ninewa,Ninewa
Ninewa,565,505,462,122,1,6,204,117,321,Ninewa,Ninewa
Ninewa,566,504,444,150,3,3,180,112,292,Ninewa,Ninewa
Ninewa,567,509,442,159,4,5,180,101,281,Ninewa,Ninewa
Ninewa,568,452,399,134,2,1,174,94,268,Ninewa,Ninewa
Ninewa,569,445,389,137,6,2,174,82,256,Ninewa,Ninewa
Ninewa,570,589,528,224,16,3,212,105,317,Ninewa,Ninewa
Ninewa,571,593,536,194,13,7,230,126,356,Ninewa,Ninewa
Ninewa,572,638,599,188,22,14,235,159,394,Ninewa,Ninewa
Ninewa,573,598,579,234,24,5,167,146,313,Ninewa,Ninewa
Ninewa,574,708,662,314,7,6,187,141,328,Ninewa,Ninewa
Ninewa,575,800,762,324,9,2,237,167,404,Ninewa,Ninewa
Ninewa,576,717,710,297,3,2,232,168,400,Ninewa,Ninewa
Ninewa,577,618,601,194,5,2,216,179,395,Ninewa,Ninewa
Ninewa,578,771,708,291,11,5,228,167,395,Ninewa,Ninewa
Ninewa,579,698,640,246,13,2,208,163,371,Ninewa,Ninewa
Ninewa,580,455,419,127,3,1,160,121,281,Ninewa,Ninewa
Ninewa,581,356,302,74,1,7,141,79,220,Ninewa,Ninewa
Ninewa,582,437,369,100,8,5,171,86,257,Ninewa,Ninewa
Ninewa,583,528,428,115,11,2,206,87,293,Ninewa,Ninewa
Ninewa,584,520,459,119,3,4,219,108,327,Ninewa,Ninewa
Ninewa,585,394,327,97,2,3,169,64,233,Ninewa,Ninewa
Ninewa,586,283,253,45,2,6,119,78,197,Ninewa,Ninewa
Ninewa,587,303,261,51,6,8,119,69,188,Ninewa,Ninewa
Ninewa,588,246,227,32,2,3,104,78,182,Ninewa,Ninewa
Ninewa,589,219,209,32,4,2,109,60,169,Ninewa,Ninewa
Qadissiya,529,0,0,0,0,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,530,2,2,0,0,0,2,0,2,Qadissiya,Qadissiya
Qadissiya,531,34,34,14,17,0,3,0,3,Qadissiya,Qadissiya
Qadissiya,532,6,6,3,1,0,2,0,2,Qadissiya,Qadissiya
Qadissiya,533,3,3,0,0,0,3,0,3,Qadissiya,Qadissiya
Qadissiya,534,1,1,1,0,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,535,3,3,0,1,0,2,0,2,Qadissiya,Qadissiya
Qadissiya,536,0,0,0,0,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,537,1,1,0,1,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,538,0,0,0,0,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,539,2,2,1,1,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,540,9,9,8,0,0,1,0,1,Qadissiya,Qadissiya
Qadissiya,541,0,0,0,0,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,542,7,7,3,0,0,4,0,4,Qadissiya,Qadissiya
Qadissiya,543,3,3,2,0,0,1,0,1,Qadissiya,Qadissiya
Qadissiya,544,1,1,1,0,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,545,1,1,1,0,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,546,3,3,0,0,0,3,0,3,Qadissiya,Qadissiya
Qadissiya,547,8,8,1,0,0,6,0,6,Qadissiya,Qadissiya
Qadissiya,548,3,3,1,0,0,2,0,2,Qadissiya,Qadissiya
Qadissiya,549,5,5,3,0,0,1,0,1,Qadissiya,Qadissiya
Qadissiya,550,3,3,1,0,0,1,0,1,Qadissiya,Qadissiya
Qadissiya,551,3,3,3,0,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,552,7,7,4,0,0,2,0,2,Qadissiya,Qadissiya
Qadissiya,553,4,4,1,0,0,2,0,2,Qadissiya,Qadissiya
Qadissiya,554,0,0,0,0,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,555,1,1,0,0,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,556,11,10,9,0,0,1,0,1,Qadissiya,Qadissiya
Qadissiya,557,9,7,3,0,0,4,0,4,Qadissiya,Qadissiya
Qadissiya,558,27,16,6,0,0,6,0,6,Qadissiya,Qadissiya
Qadissiya,559,48,28,12,0,0,13,0,13,Qadissiya,Qadissiya
Qadissiya,560,50,27,15,1,0,20,1,21,Qadissiya,Qadissiya
Qadissiya,561,40,24,16,0,0,11,4,15,Qadissiya,Qadissiya
Qadissiya,562,28,11,7,0,0,5,3,8,Qadissiya,Qadissiya
Qadissiya,563,40,11,5,0,0,14,0,14,Qadissiya,Qadissiya
Qadissiya,564,31,12,4,0,0,7,3,10,Qadissiya,Qadissiya
Qadissiya,565,27,21,3,1,0,9,3,12,Qadissiya,Qadissiya
Qadissiya,566,70,42,11,1,0,16,7,23,Qadissiya,Qadissiya
Qadissiya,567,113,94,44,1,1,29,12,41,Qadissiya,Qadissiya
Qadissiya,568,113,80,40,2,1,27,15,42,Qadissiya,Qadissiya
Qadissiya,569,97,78,38,6,0,29,5,34,Qadissiya,Qadissiya
Qadissiya,570,86,74,27,4,0,13,0,13,Qadissiya,Qadissiya
Qadissiya,571,46,33,23,1,1,13,4,17,Qadissiya,Qadissiya
Qadissiya,572,49,18,6,3,0,13,0,13,Qadissiya,Qadissiya
Qadissiya,573,53,45,14,21,0,9,0,9,Qadissiya,Qadissiya
Qadissiya,574,23,21,7,10,0,4,0,4,Qadissiya,Qadissiya
Qadissiya,575,9,7,2,0,0,5,0,5,Qadissiya,Qadissiya
Qadissiya,576,3,2,1,0,0,0,2,2,Qadissiya,Qadissiya
Qadissiya,577,3,2,0,0,0,2,0,2,Qadissiya,Qadissiya
Qadissiya,578,9,9,9,0,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,579,6,6,2,0,0,2,2,4,Qadissiya,Qadissiya
Qadissiya,580,6,6,3,0,0,1,2,3,Qadissiya,Qadissiya
Qadissiya,581,12,12,3,7,0,0,2,2,Qadissiya,Qadissiya
Qadissiya,582,3,2,2,0,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,583,13,12,10,0,0,0,1,1,Qadissiya,Qadissiya
Qadissiya,584,1,1,0,0,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,585,3,2,2,0,0,0,0,0,Qadissiya,Qadissiya
Qadissiya,586,7,6,1,0,0,1,4,5,Qadissiya,Qadissiya
Qadissiya,587,5,5,3,0,0,1,1,2,Qadissiya,Qadissiya
Qadissiya,588,3,3,2,0,0,0,1,1,Qadissiya,Qadissiya
Qadissiya,589,3,2,0,0,0,1,1,2,Qadissiya,Qadissiya
Salah al-Din,529,39,39,21,3,0,15,0,15,Salah al-Din,Salah al-Din
Salah al-Din,530,69,69,25,3,0,38,3,41,Salah al-Din,Salah al-Din
Salah al-Din,531,131,131,53,21,0,54,3,57,Salah al-Din,Salah al-Din
Salah al-Din,532,178,178,76,20,0,81,1,82,Salah al-Din,Salah al-Din
Salah al-Din,533,178,178,84,25,0,68,1,69,Salah al-Din,Salah al-Din
Salah al-Din,534,219,219,98,15,0,105,1,106,Salah al-Din,Salah al-Din
Salah al-Din,535,244,244,104,33,0,102,5,107,Salah al-Din,Salah al-Din
Salah al-Din,536,45,45,16,1,0,28,0,28,Salah al-Din,Salah al-Din
Salah al-Din,537,206,206,79,14,0,90,0,90,Salah al-Din,Salah al-Din
Salah al-Din,538,503,503,144,23,0,247,0,247,Salah al-Din,Salah al-Din
Salah al-Din,539,365,365,146,29,0,144,0,144,Salah al-Din,Salah al-Din
Salah al-Din,540,524,524,215,29,0,226,0,226,Salah al-Din,Salah al-Din
Salah al-Din,541,269,269,78,6,0,146,0,146,Salah al-Din,Salah al-Din
Salah al-Din,542,231,231,64,6,0,136,0,136,Salah al-Din,Salah al-Din
Salah al-Din,543,256,256,51,4,0,166,0,166,Salah al-Din,Salah al-Din
Salah al-Din,544,308,308,91,6,0,178,0,178,Salah al-Din,Salah al-Din
Salah al-Din,545,319,319,94,8,0,165,0,165,Salah al-Din,Salah al-Din
Salah al-Din,546,422,422,113,6,0,234,0,234,Salah al-Din,Salah al-Din
Salah al-Din,547,511,511,138,2,0,282,0,282,Salah al-Din,Salah al-Din
Salah al-Din,548,464,464,79,0,1,287,0,287,Salah al-Din,Salah al-Din
Salah al-Din,549,433,433,92,1,1,256,0,256,Salah al-Din,Salah al-Din
Salah al-Din,550,326,326,63,0,0,202,0,202,Salah al-Din,Salah al-Din
Salah al-Din,551,131,131,25,0,1,88,0,88,Salah al-Din,Salah al-Din
Salah al-Din,552,341,341,59,0,0,205,0,205,Salah al-Din,Salah al-Din
Salah al-Din,553,339,339,50,0,0,243,0,243,Salah al-Din,Salah al-Din
Salah al-Din,554,401,400,52,0,0,257,0,257,Salah al-Din,Salah al-Din
Salah al-Din,555,323,304,44,0,0,193,0,193,Salah al-Din,Salah al-Din
Salah al-Din,556,462,434,76,1,1,303,0,303,Salah al-Din,Salah al-Din
Salah al-Din,557,361,325,56,0,0,247,0,247,Salah al-Din,Salah al-Din
Salah al-Din,558,454,412,59,2,0,283,0,283,Salah al-Din,Salah al-Din
Salah al-Din,559,468,423,45,1,0,331,4,335,Salah al-Din,Salah al-Din
Salah al-Din,560,496,452,65,0,0,211,112,323,Salah al-Din,Salah al-Din
Salah al-Din,561,624,541,99,2,1,225,137,362,Salah al-Din,Salah al-Din
Salah al-Din,562,580,531,89,1,4,237,123,360,Salah al-Din,Salah al-Din
Salah al-Din,563,632,551,96,1,1,227,135,362,Salah al-Din,Salah al-Din
Salah al-Din,564,655,585,141,0,1,229,162,391,Salah al-Din,Salah al-Din
Salah al-Din,565,602,544,104,1,3,222,139,361,Salah al-Din,Salah al-Din
Salah al-Din,566,664,599,85,1,0,243,159,402,Salah al-Din,Salah al-Din
Salah al-Din,567,703,623,108,1,2,254,135,389,Salah al-Din,Salah al-Din
Salah al-Din,568,759,709,120,5,2,300,172,472,Salah al-Din,Salah al-Din
Salah al-Din,569,845,757,146,39,4,337,176,513,Salah al-Din,Salah al-Din
Salah al-Din,570,839,755,152,45,0,359,171,530,Salah al-Din,Salah al-Din
Salah al-Din,571,722,647,133,69,2,298,160,458,Salah al-Din,Salah al-Din
Salah al-Din,572,655,601,141,27,2,283,148,431,Salah al-Din,Salah al-Din
Salah al-Din,573,481,477,115,28,2,179,131,310,Salah al-Din,Salah al-Din
Salah al-Din,574,447,427,115,23,1,157,114,271,Salah al-Din,Salah al-Din
Salah al-Din,575,474,457,126,30,0,173,106,279,Salah al-Din,Salah al-Din
Salah al-Din,576,324,321,73,23,3,115,88,203,Salah al-Din,Salah al-Din
Salah al-Din,577,337,329,77,30,1,122,92,214,Salah al-Din,Salah al-Din
Salah al-Din,578,286,270,66,24,3,84,87,171,Salah al-Din,Salah al-Din
Salah al-Din,579,323,319,77,45,1,90,96,186,Salah al-Din,Salah al-Din
Salah al-Din,580,242,232,49,21,1,75,72,147,Salah al-Din,Salah al-Din
Salah al-Din,581,190,178,37,18,0,57,53,110,Salah al-Din,Salah al-Din
Salah al-Din,582,165,157,32,9,1,51,60,111,Salah al-Din,Salah al-Din
Salah al-Din,583,192,176,40,6,0,57,67,124,Salah al-Din,Salah al-Din
Salah al-Din,584,190,178,37,9,0,73,47,120,Salah al-Din,Salah al-Din
Salah al-Din,585,111,107,15,2,1,44,40,84,Salah al-Din,Salah al-Din
Salah al-Din,586,113,107,16,4,0,32,43,75,Salah al-Din,Salah al-Din
Salah al-Din,587,157,146,18,7,0,42,57,99,Salah al-Din,Salah al-Din
Salah al-Din,588,138,127,19,2,0,49,41,90,Salah al-Din,Salah al-Din
Salah al-Din,589,101,100,17,1,0,35,26,61,Salah al-Din,Salah al-Din
Sulaymaniyah,529,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,530,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,531,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,532,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,533,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,534,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,535,1,1,0,1,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,536,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,537,1,1,0,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,538,3,3,1,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,539,1,1,0,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,540,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,541,1,1,0,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,542,3,3,1,0,0,2,0,2,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,543,2,2,0,0,0,2,0,2,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,544,1,1,0,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,545,1,1,0,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,546,1,1,0,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,547,1,1,0,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,548,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,549,1,1,0,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,550,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,551,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,552,1,1,0,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,553,1,1,1,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,554,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,555,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,556,2,2,1,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,557,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,558,1,1,0,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,559,3,1,0,0,0,2,0,2,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,560,4,4,1,0,0,2,0,2,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,561,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,562,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,563,1,1,0,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,564,1,1,0,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,565,1,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,566,4,3,2,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,567,4,3,2,0,0,1,1,2,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,568,1,1,1,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,569,5,4,0,0,0,4,0,4,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,570,10,4,3,1,0,3,0,3,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,571,6,4,2,0,0,2,0,2,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,572,12,4,4,0,0,3,0,3,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,573,3,2,0,0,0,2,0,2,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,574,12,9,2,3,0,4,0,4,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,575,19,16,4,0,0,8,2,10,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,576,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,577,2,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,578,4,4,2,0,0,2,0,2,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,579,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,580,1,1,0,0,0,0,1,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,581,1,1,0,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,582,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,583,5,4,1,0,0,2,1,3,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,584,1,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,585,1,1,0,0,0,0,1,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,586,2,1,0,0,0,0,1,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,587,0,0,0,0,0,0,0,0,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,588,1,1,0,0,0,0,1,1,Sulaymaniyah,Sulaymaniyah
Sulaymaniyah,589,1,1,0,0,0,1,0,1,Sulaymaniyah,Sulaymaniyah
Tameem,529,12,12,5,2,0,4,0,4,Tameem,Tameem
Tameem,530,21,21,12,1,0,6,2,8,Tameem,Tameem
Tameem,531,27,27,12,0,0,13,2,15,Tameem,Tameem
Tameem,532,32,32,14,3,0,14,1,15,Tameem,Tameem
Tameem,533,29,29,17,1,0,11,0,11,Tameem,Tameem
Tameem,534,25,25,13,0,0,12,0,12,Tameem,Tameem
Tameem,535,53,53,36,2,0,13,2,15,Tameem,Tameem
Tameem,536,10,10,2,0,0,7,1,8,Tameem,Tameem
Tameem,537,47,47,17,5,0,19,1,20,Tameem,Tameem
Tameem,538,108,108,36,4,0,37,0,37,Tameem,Tameem
Tameem,539,54,54,10,0,0,36,0,36,Tameem,Tameem
Tameem,540,79,79,32,2,0,40,0,40,Tameem,Tameem
Tameem,541,69,69,18,2,0,48,0,48,Tameem,Tameem
Tameem,542,112,112,30,0,0,77,0,77,Tameem,Tameem
Tameem,543,124,124,29,2,0,79,0,79,Tameem,Tameem
Tameem,544,128,128,35,0,0,85,0,85,Tameem,Tameem
Tameem,545,135,133,25,1,0,98,0,98,Tameem,Tameem
Tameem,546,156,155,31,3,0,101,0,101,Tameem,Tameem
Tameem,547,183,183,29,0,0,131,0,131,Tameem,Tameem
Tameem,548,125,125,12,0,0,101,0,101,Tameem,Tameem
Tameem,549,167,167,17,0,0,133,0,133,Tameem,Tameem
Tameem,550,150,150,26,0,1,111,0,111,Tameem,Tameem
Tameem,551,85,82,25,0,0,52,0,52,Tameem,Tameem
Tameem,552,180,180,36,0,0,134,0,134,Tameem,Tameem
Tameem,553,195,195,38,0,0,145,0,145,Tameem,Tameem
Tameem,554,168,167,19,1,0,138,0,138,Tameem,Tameem
Tameem,555,173,161,25,0,0,133,0,133,Tameem,Tameem
Tameem,556,191,163,36,0,0,136,0,136,Tameem,Tameem
Tameem,557,176,150,42,0,1,113,0,113,Tameem,Tameem
Tameem,558,189,154,46,2,0,125,0,125,Tameem,Tameem
Tameem,559,157,139,9,0,0,122,1,123,Tameem,Tameem
Tameem,560,135,117,26,0,1,68,25,93,Tameem,Tameem
Tameem,561,168,144,34,1,4,81,30,111,Tameem,Tameem
Tameem,562,183,158,35,1,2,71,38,109,Tameem,Tameem
Tameem,563,228,198,36,1,5,70,70,140,Tameem,Tameem
Tameem,564,255,214,31,0,0,100,63,163,Tameem,Tameem
Tameem,565,190,142,19,0,1,82,47,129,Tameem,Tameem
Tameem,566,212,182,17,1,0,79,66,145,Tameem,Tameem
Tameem,567,248,183,35,0,0,103,51,154,Tameem,Tameem
Tameem,568,299,233,36,0,0,125,56,181,Tameem,Tameem
Tameem,569,289,233,34,6,2,134,63,197,Tameem,Tameem
Tameem,570,323,250,66,9,1,123,58,181,Tameem,Tameem
Tameem,571,289,215,61,21,1,100,37,137,Tameem,Tameem
Tameem,572,290,231,56,15,1,123,50,173,Tameem,Tameem
Tameem,573,200,191,34,15,1,75,45,120,Tameem,Tameem
Tameem,574,207,194,35,15,3,79,45,124,Tameem,Tameem
Tameem,575,168,155,21,8,0,53,53,106,Tameem,Tameem
Tameem,576,114,108,13,3,0,53,33,86,Tameem,Tameem
Tameem,577,111,107,10,4,0,48,35,83,Tameem,Tameem
Tameem,578,103,92,14,6,1,39,29,68,Tameem,Tameem
Tameem,579,116,103,14,3,0,38,44,82,Tameem,Tameem
Tameem,580,93,87,7,7,0,39,25,64,Tameem,Tameem
Tameem,581,90,83,14,6,1,36,24,60,Tameem,Tameem
Tameem,582,111,105,18,12,1,43,21,64,Tameem,Tameem
Tameem,583,132,115,11,13,1,47,35,82,Tameem,Tameem
Tameem,584,102,92,16,1,1,37,29,66,Tameem,Tameem
Tameem,585,89,79,10,4,0,35,26,61,Tameem,Tameem
Tameem,586,88,81,9,4,0,25,42,67,Tameem,Tameem
Tameem,587,97,90,26,2,2,26,25,51,Tameem,Tameem
Tameem,588,63,57,15,0,0,23,8,31,Tameem,Tameem
Tameem,589,70,66,13,0,1,27,19,46,Tameem,Tameem
Thi-Qar,529,2,2,2,0,0,0,0,0,Thi-Qar,Thi-Qar
Thi-Qar,530,1,1,1,0,0,0,0,0,Thi-Qar,Thi-Qar
Thi-Qar,531,17,17,10,3,0,2,2,4,Thi-Qar,Thi-Qar
Thi-Qar,532,29,29,21,6,0,0,2,2,Thi-Qar,Thi-Qar
Thi-Qar,533,11,11,8,0,0,3,0,3,Thi-Qar,Thi-Qar
Thi-Qar,534,9,9,9,0,0,0,0,0,Thi-Qar,Thi-Qar
Thi-Qar,535,22,22,15,6,0,1,0,1,Thi-Qar,Thi-Qar
Thi-Qar,536,1,1,1,0,0,0,0,0,Thi-Qar,Thi-Qar
Thi-Qar,537,2,2,1,0,0,0,0,0,Thi-Qar,Thi-Qar
Thi-Qar,538,12,12,8,3,0,1,0,1,Thi-Qar,Thi-Qar
Thi-Qar,539,5,5,2,0,0,3,0,3,Thi-Qar,Thi-Qar
Thi-Qar,540,5,5,5,0,0,0,0,0,Thi-Qar,Thi-Qar
Thi-Qar,541,8,8,8,0,0,0,0,0,Thi-Qar,Thi-Qar
Thi-Qar,542,4,4,2,0,0,2,0,2,Thi-Qar,Thi-Qar
Thi-Qar,543,4,4,2,1,0,1,0,1,Thi-Qar,Thi-Qar
Thi-Qar,544,3,3,3,0,0,0,0,0,Thi-Qar,Thi-Qar
Thi-Qar,545,10,10,3,0,0,7,0,7,Thi-Qar,Thi-Qar
Thi-Qar,546,2,2,0,0,0,2,0,2,Thi-Qar,Thi-Qar
Thi-Qar,547,2,2,1,0,0,1,0,1,Thi-Qar,Thi-Qar
Thi-Qar,548,10,10,6,0,0,0,0,0,Thi-Qar,Thi-Qar
Thi-Qar,549,5,5,2,0,0,3,0,3,Thi-Qar,Thi-Qar
Thi-Qar,550,7,7,4,0,0,0,0,0,Thi-Qar,Thi-Qar
Thi-Qar,551,6,6,1,0,0,0,0,0,Thi-Qar,Thi-Qar
Thi-Qar,552,4,4,2,0,0,2,0,2,Thi-Qar,Thi-Qar
Thi-Qar,553,11,11,1,0,0,5,0,5,Thi-Qar,Thi-Qar
Thi-Qar,554,9,8,1,1,0,5,0,5,Thi-Qar,Thi-Qar
Thi-Qar,555,22,21,2,0,0,10,0,10,Thi-Qar,Thi-Qar
Thi-Qar,556,15,12,2,0,0,3,0,3,Thi-Qar,Thi-Qar
Thi-Qar,557,7,7,2,0,0,1,0,1,Thi-Qar,Thi-Qar
Thi-Qar,558,15,14,1,0,0,2,0,2,Thi-Qar,Thi-Qar
Thi-Qar,559,16,14,0,0,0,8,0,8,Thi-Qar,Thi-Qar
Thi-Qar,560,19,15,6,0,0,2,1,3,Thi-Qar,Thi-Qar
Thi-Qar,561,14,11,4,0,0,2,0,2,Thi-Qar,Thi-Qar
Thi-Qar,562,16,15,1,0,0,8,3,11,Thi-Qar,Thi-Qar
Thi-Qar,563,8,7,2,0,0,2,0,2,Thi-Qar,Thi-Qar
Thi-Qar,564,12,12,1,0,0,7,0,7,Thi-Qar,Thi-Qar
Thi-Qar,565,5,5,1,0,0,3,0,3,Thi-Qar,Thi-Qar
Thi-Qar,566,7,7,1,0,0,4,1,5,Thi-Qar,Thi-Qar
Thi-Qar,567,28,21,7,0,0,6,1,7,Thi-Qar,Thi-Qar
Thi-Qar,568,11,11,2,0,0,6,0,6,Thi-Qar,Thi-Qar
Thi-Qar,569,23,22,3,0,0,13,1,14,Thi-Qar,Thi-Qar
Thi-Qar,570,17,13,1,3,0,8,2,10,Thi-Qar,Thi-Qar
Thi-Qar,571,19,13,4,1,0,4,2,6,Thi-Qar,Thi-Qar
Thi-Qar,572,17,9,9,1,1,5,0,5,Thi-Qar,Thi-Qar
Thi-Qar,573,31,23,6,4,0,7,1,8,Thi-Qar,Thi-Qar
Thi-Qar,574,27,21,3,0,0,14,3,17,Thi-Qar,Thi-Qar
Thi-Qar,575,22,20,9,1,0,6,4,10,Thi-Qar,Thi-Qar
Thi-Qar,576,14,14,3,0,0,4,4,8,Thi-Qar,Thi-Qar
Thi-Qar,577,8,8,5,0,0,1,2,3,Thi-Qar,Thi-Qar
Thi-Qar,578,23,23,15,2,0,5,0,5,Thi-Qar,Thi-Qar
Thi-Qar,579,6,6,3,2,0,0,1,1,Thi-Qar,Thi-Qar
Thi-Qar,580,24,19,6,2,0,5,3,8,Thi-Qar,Thi-Qar
Thi-Qar,581,8,8,0,1,0,5,2,7,Thi-Qar,Thi-Qar
Thi-Qar,582,9,9,2,2,0,2,2,4,Thi-Qar,Thi-Qar
Thi-Qar,583,8,8,3,1,0,2,2,4,Thi-Qar,Thi-Qar
Thi-Qar,584,6,6,2,0,0,4,0,4,Thi-Qar,Thi-Qar
Thi-Qar,585,5,4,3,0,0,1,0,1,Thi-Qar,Thi-Qar
Thi-Qar,586,4,3,2,0,0,2,0,2,Thi-Qar,Thi-Qar
Thi-Qar,587,6,6,1,0,0,2,2,4,Thi-Qar,Thi-Qar
Thi-Qar,588,6,5,0,0,0,1,3,4,Thi-Qar,Thi-Qar
Thi-Qar,589,3,2,0,0,0,1,1,2,Thi-Qar,Thi-Qar
Wassit,529,0,0,0,0,0,0,0,0,Wassit,Wassit
Wassit,530,3,3,0,0,0,3,0,3,Wassit,Wassit
Wassit,531,15,15,10,1,0,4,0,4,Wassit,Wassit
Wassit,532,26,26,9,0,0,16,1,17,Wassit,Wassit
Wassit,533,12,12,4,2,0,6,0,6,Wassit,Wassit
Wassit,534,11,11,3,1,0,5,2,7,Wassit,Wassit
Wassit,535,18,18,6,8,0,4,0,4,Wassit,Wassit
Wassit,536,0,0,0,0,0,0,0,0,Wassit,Wassit
Wassit,537,7,7,2,4,0,1,0,1,Wassit,Wassit
Wassit,538,8,8,2,4,0,2,0,2,Wassit,Wassit
Wassit,539,5,5,1,0,0,4,0,4,Wassit,Wassit
Wassit,540,11,11,1,3,0,7,0,7,Wassit,Wassit
Wassit,541,2,2,0,1,0,1,0,1,Wassit,Wassit
